Region,ID,ID_room,type,UID,difficulty_tier,Name,Dialog,Dialog Tree,NPC ID,Enemy,object_id,complete_condition,Event ID,Loot,AI_Visual_Description,AI_scene_prompt,AI_mapicon,AI_maproom,,,
swamp,swamp_boss,swamp_boss_room,boss,s22,17,Boss Room,,,,,,,,,A stagnant black pool surrounded by decaying willow trees. Bubbles of toxic gas rise as a massive reptilian shape stirs beneath the surface.,,"A stagnant black pool surrounded by decaying willow trees. Bubbles of toxic gas rise as a massive reptilian shape stirs beneath the surface.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A stagnant black pool surrounded by decaying willow trees. Bubbles of toxic gas rise as a massive reptilian shape stirs beneath the surface. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,A stagnant black pool surrounded by decaying willow trees. Bubbles of toxic gas rise as a massive reptilian shape stirs beneath the surface.
abyss,abyss_crushing_trench,abyss_crushing_trench_room,battle,a1,15,Crushing Trench,The pressure here makes your bones ache.,,,deep_lurker,,,,iron,"Extreme deep sea, dark blue-black water, jagged trench walls, tiny specks of light, oppressive scale.","2d rpg scroller. cartoon realism. no characters. no icons
background Extreme deep sea, dark blue-black water, jagged trench walls, tiny specks of light, oppressive scale.","Extreme deep sea, dark blue-black water, jagged trench walls, tiny specks of light, oppressive scale.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Extreme deep sea, dark blue-black water, jagged trench walls, tiny specks of light, oppressive scale. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_bioluminescent_reef,abyss_bioluminescent_reef_room,battle,a2,15,Bioluminescent Reef,Strange corals glow with a sickly neon light.,,,glow_eel,,,,neon_ink,"Underwater reef with neon pink, blue, and green glowing corals, exotic fish, vibrant alien beauty.","2d rpg scroller. cartoon realism. no characters. no icons
background Underwater reef with neon pink, blue, and green glowing corals, exotic fish, vibrant alien beauty.","Underwater reef with neon pink, blue, and green glowing corals, exotic fish, vibrant alien beauty.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Underwater reef with neon pink, blue, and green glowing corals, exotic fish, vibrant alien beauty. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_sunken_galleon,abyss_sunken_galleon_room,battle,a3,15,Sunken Galleon,Gold glitters among the rotted wood.,,,drowned_captain,,,,doubloon,"A shipwreck on the ocean floor, broken masts, schools of fish, treasure chests spilling gold.","2d rpg scroller. cartoon realism. no characters. no icons
background A shipwreck on the ocean floor, broken masts, schools of fish, treasure chests spilling gold.","A shipwreck on the ocean floor, broken masts, schools of fish, treasure chests spilling gold.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A shipwreck on the ocean floor, broken masts, schools of fish, treasure chests spilling gold. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_pressure_chamber,abyss_pressure_chamber_room,event,a4,,Pressure Chamber,A pocket of air in the deep sea.,,diver,,,,,oxygen,"A high-tech or magical glass dome underwater, dry floor, view of the ocean outside, steampunk diving.","2d rpg scroller. cartoon realism. no characters. no icons
background A high-tech or magical glass dome underwater, dry floor, view of the ocean outside, steampunk diving.","A high-tech or magical glass dome underwater, dry floor, view of the ocean outside, steampunk diving.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A high-tech or magical glass dome underwater, dry floor, view of the ocean outside, steampunk diving. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_whale_fall,abyss_whale_fall_room,battle,a5,15,Whale Fall,A massive skeleton sustains a small ecosystem.,,,bone_picker,,,,oil,"A huge whale skeleton on the sea floor, glowing crabs and worms, spiritual and macabre.","2d rpg scroller. cartoon realism. no characters. no icons
background A huge whale skeleton on the sea floor, glowing crabs and worms, spiritual and macabre.","A huge whale skeleton on the sea floor, glowing crabs and worms, spiritual and macabre.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A huge whale skeleton on the sea floor, glowing crabs and worms, spiritual and macabre. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_thermal_vent,abyss_thermal_vent_room,battle,a6,15,Thermal Vent,Scalding water shoots from the sea floor.,,,heat_crab,,,,sulfur,"Underwater volcanic chimney, black smoke, glowing red lava in cracks, bubbles, intense heat.","2d rpg scroller. cartoon realism. no characters. no icons
background Underwater volcanic chimney, black smoke, glowing red lava in cracks, bubbles, intense heat.","Underwater volcanic chimney, black smoke, glowing red lava in cracks, bubbles, intense heat.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Underwater volcanic chimney, black smoke, glowing red lava in cracks, bubbles, intense heat. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_silent_cathedral,abyss_silent_cathedral_room,battle,a7,15,Silent Cathedral,A massive underwater cave where sound dies.,,,void_ray,,,,echo,"A vast hollow underwater space with pillars like a church, still water, ethereal blue light.","2d rpg scroller. cartoon realism. no characters. no icons
background A vast hollow underwater space with pillars like a church, still water, ethereal blue light.","A vast hollow underwater space with pillars like a church, still water, ethereal blue light.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A vast hollow underwater space with pillars like a church, still water, ethereal blue light. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_the_maw,abyss_the_maw_room,battle,a8,15,The Maw,A cave entrance that looks like a row of teeth.,,,angler_fiend,,,,lamp,"A jagged cave opening underwater with sharp rock formations, a single lure-light in the dark.","2d rpg scroller. cartoon realism. no characters. no icons
background A jagged cave opening underwater with sharp rock formations, a single lure-light in the dark.","A jagged cave opening underwater with sharp rock formations, a single lure-light in the dark.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A jagged cave opening underwater with sharp rock formations, a single lure-light in the dark. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_jellyfish_forest,abyss_jellyfish_forest_room,battle,a9,16,Jellyfish Forest,Stinging tentacles hang like vines.,,,shock_jelly,,,,gel,"Hundreds of giant translucent glowing jellyfish floating in the dark water, long stinging trails.","2d rpg scroller. cartoon realism. no characters. no icons
background Hundreds of giant translucent glowing jellyfish floating in the dark water, long stinging trails.","Hundreds of giant translucent glowing jellyfish floating in the dark water, long stinging trails.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Hundreds of giant translucent glowing jellyfish floating in the dark water, long stinging trails. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_coral_throne,abyss_coral_throne_room,battle,a10,16,Coral Throne,The ruler of the deep sat here once.,,,merrow_king,,,,trident,"A throne made of sharp red coral, underwater courtyard, sand-covered floor, majestic.","2d rpg scroller. cartoon realism. no characters. no icons
background A throne made of sharp red coral, underwater courtyard, sand-covered floor, majestic.","A throne made of sharp red coral, underwater courtyard, sand-covered floor, majestic.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A throne made of sharp red coral, underwater courtyard, sand-covered floor, majestic. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_dark_current,abyss_dark_current_room,battle,a11,16,Dark Current,A fast moving stream of freezing water.,,,current_wraith,,,,water_essence,"A swirling vortex of blue-black water, bubbles, high motion, underwater river.","2d rpg scroller. cartoon realism. no characters. no icons
background A swirling vortex of blue-black water, bubbles, high motion, underwater river.","A swirling vortex of blue-black water, bubbles, high motion, underwater river.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A swirling vortex of blue-black water, bubbles, high motion, underwater river. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_lost_city_gates,abyss_lost_city_gates_room,battle,a12,16,Lost City Gates,Architecture that defies human logic.,,,stone_guardian,,,,glyph,"Giant stone gates with impossible geometry, glowing carvings, underwater ruins.","2d rpg scroller. cartoon realism. no characters. no icons
background Giant stone gates with impossible geometry, glowing carvings, underwater ruins.","Giant stone gates with impossible geometry, glowing carvings, underwater ruins.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Giant stone gates with impossible geometry, glowing carvings, underwater ruins. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_octopus_den,abyss_octopus_den_room,battle,a13,16,Octopus Den,Ink clouds the water at the slightest movement.,,,mimic_octopus,,,,ink,"A cave of round smooth stones, black ink clouds, many eyes watching from the dark.","2d rpg scroller. cartoon realism. no characters. no icons
background A cave of round smooth stones, black ink clouds, many eyes watching from the dark.","A cave of round smooth stones, black ink clouds, many eyes watching from the dark.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A cave of round smooth stones, black ink clouds, many eyes watching from the dark. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_the_abyss_wall,abyss_the_abyss_wall_room,battle,a14,16,The Abyss Wall,A cliff that drops into infinite darkness.,,,climbing_horror,,,,hook,"An underwater precipice, looking down into a bottomless black hole, school of fish for scale.","2d rpg scroller. cartoon realism. no characters. no icons
background An underwater precipice, looking down into a bottomless black hole, school of fish for scale.","An underwater precipice, looking down into a bottomless black hole, school of fish for scale.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","An underwater precipice, looking down into a bottomless black hole, school of fish for scale. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_sunken_library,abyss_sunken_library_room,battle,a15,16,Sunken Library,The books are made of etched stone.,,,archive_spirit,,,,slate,"Stone tablets arranged on shelves underwater, floating spirits, ancient knowledge aesthetic.","2d rpg scroller. cartoon realism. no characters. no icons
background Stone tablets arranged on shelves underwater, floating spirits, ancient knowledge aesthetic.","Stone tablets arranged on shelves underwater, floating spirits, ancient knowledge aesthetic.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Stone tablets arranged on shelves underwater, floating spirits, ancient knowledge aesthetic. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_obsidian_ridge,abyss_obsidian_ridge_room,battle,a16,16,Obsidian Ridge,Sharp volcanic rock cuts through your boots.,,,lava_fish,,,,magma_stone,"Jagged black glass-like rock formations on the sea floor, sharp edges, volcanic activity.","2d rpg scroller. cartoon realism. no characters. no icons
background Jagged black glass-like rock formations on the sea floor, sharp edges, volcanic activity.","Jagged black glass-like rock formations on the sea floor, sharp edges, volcanic activity.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Jagged black glass-like rock formations on the sea floor, sharp edges, volcanic activity. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_pearl_grotto,abyss_pearl_grotto_room,event,a17,,Pearl Grotto,,a17_pearl,clam_god,,,,,giant_pearl,"A cave of shimmering shells, a single giant pearl on a pedestal, soft pearlescent lighting.","2d rpg scroller. cartoon realism. no characters. no icons
background A cave of shimmering shells, a single giant pearl on a pedestal, soft pearlescent lighting.","A cave of shimmering shells, a single giant pearl on a pedestal, soft pearlescent lighting.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A cave of shimmering shells, a single giant pearl on a pedestal, soft pearlescent lighting. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_kelp_tangle,abyss_kelp_tangle_room,battle,a18,17,Kelp Tangle,The seaweed seems to move on its own.,,,kelp_fiend,,,,fiber,"Dense forest of giant kelp, sunlight filtering from the surface, swaying green leaves.","2d rpg scroller. cartoon realism. no characters. no icons
background Dense forest of giant kelp, sunlight filtering from the surface, swaying green leaves.","Dense forest of giant kelp, sunlight filtering from the surface, swaying green leaves.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Dense forest of giant kelp, sunlight filtering from the surface, swaying green leaves. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_deep_forge,abyss_deep_forge_room,battle,a19,17,Deep Forge,Forging weapons using the heat of the earth.,,,abyssal_smith,,,,dark_steel,"Underwater furnace using a magma vent, steam rising, dark metal tools, mystical blacksmith.","2d rpg scroller. cartoon realism. no characters. no icons
background Underwater furnace using a magma vent, steam rising, dark metal tools, mystical blacksmith.","Underwater furnace using a magma vent, steam rising, dark metal tools, mystical blacksmith.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Underwater furnace using a magma vent, steam rising, dark metal tools, mystical blacksmith. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_leviathans_bed,abyss_leviathans_bed_room,battle,a20,17,Leviathan's Bed,,a20_boss,,the_leviathan,,,,ocean_heart,"A colossal sea monster skeleton or resting beast in a vast cavern, glowing bioluminescence, epic boss room.","2d rpg scroller. cartoon realism. no characters. no icons
background A colossal sea monster skeleton or resting beast in a vast cavern, glowing bioluminescence, epic boss room.","A colossal sea monster skeleton or resting beast in a vast cavern, glowing bioluminescence, epic boss room.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A colossal sea monster skeleton or resting beast in a vast cavern, glowing bioluminescence, epic boss room. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_home,abyss_home_room,home,a0,0,Home room,,,,,,,,,A pocket of safety within a dark rift supported by magical tethers. Gravity feels light and the walls pulse with purple energy.,,"A pocket of safety within a dark rift supported by magical tethers. Gravity feels light and the walls pulse with purple energy.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A pocket of safety within a dark rift supported by magical tethers. Gravity feels light and the walls pulse with purple energy. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_default,abyss_default_room,event,a21,17,Default Room,,,,,,,,,A vertical descent through floating obsidian platforms. The sky is a vortex of indigo clouds and crackling dark lightning.,,"A vertical descent through floating obsidian platforms. The sky is a vortex of indigo clouds and crackling dark lightning.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A vertical descent through floating obsidian platforms. The sky is a vortex of indigo clouds and crackling dark lightning. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
abyss,abyss_boss,abyss_boss_room,boss,a22,20,Boss Room,,,,,,,,,An altar of pure shadow floating in a starless void. The architecture defies geometry twisting and folding into itself.,,"An altar of pure shadow floating in a starless void. The architecture defies geometry twisting and folding into itself.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","An altar of pure shadow floating in a starless void. The architecture defies geometry twisting and folding into itself. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_void_gate,void_void_gate_room,battle,v1,17,Void Gate,,v1_gate,,void_stalker,,,,scroll,"A swirling portal of purple and black energy, floating rocks, stars in the background, cosmic horror.","2d rpg scroller. cartoon realism. no characters. no icons
background A swirling portal of purple and black energy, floating rocks, stars in the background, cosmic horror.","A swirling portal of purple and black energy, floating rocks, stars in the background, cosmic horror.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A swirling portal of purple and black energy, floating rocks, stars in the background, cosmic horror. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_mind_maze,void_mind_maze_room,battle,v2,17,Mind Maze,,v2_mirror,,brain_eater,,,,lightning,"A maze of floating mirrors and glass walkways in a starry void, impossible paths.","2d rpg scroller. cartoon realism. no characters. no icons
background A maze of floating mirrors and glass walkways in a starry void, impossible paths.","A maze of floating mirrors and glass walkways in a starry void, impossible paths.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A maze of floating mirrors and glass walkways in a starry void, impossible paths. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_blood_fountain,void_blood_fountain_room,battle,v3,17,Blood Fountain,A metallic scent fills the air; the liquid is warm.,,,vampire_lord,,,,heart,"A gothic fountain of dark red liquid, black marble, purple sky, dark fantasy.","2d rpg scroller. cartoon realism. no characters. no icons
background A gothic fountain of dark red liquid, black marble, purple sky, dark fantasy.","A gothic fountain of dark red liquid, black marble, purple sky, dark fantasy.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A gothic fountain of dark red liquid, black marble, purple sky, dark fantasy. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_obsidian_forge,void_obsidian_forge_room,battle,v4,17,Obsidian Forge,"The hammers never stop, even with no one at the anvils.",,,forge_automaton,,,,shield,"Floating anvils, phantom hammers, dark black metal, magical purple sparks, no floor.","2d rpg scroller. cartoon realism. no characters. no icons
background Floating anvils, phantom hammers, dark black metal, magical purple sparks, no floor.","Floating anvils, phantom hammers, dark black metal, magical purple sparks, no floor.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Floating anvils, phantom hammers, dark black metal, magical purple sparks, no floor. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_final_descent,void_final_descent_room,battle,v5,18,Final Descent,This is the end of the line. The air is still.,,,the_keeper,,,,key,"A long stone staircase leading down into a white abyss, silence, minimalist and heavy.","2d rpg scroller. cartoon realism. no characters. no icons
background A long stone staircase leading down into a white abyss, silence, minimalist and heavy.","A long stone staircase leading down into a white abyss, silence, minimalist and heavy.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A long stone staircase leading down into a white abyss, silence, minimalist and heavy. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_event_horizon,void_event_horizon_room,battle,v6,18,Event Horizon,Light stretches and breaks in this place.,,,gravity_well,,,,singularity,"A black hole core, light bending around it, distorted reality, cosmic scale.","2d rpg scroller. cartoon realism. no characters. no icons
background A black hole core, light bending around it, distorted reality, cosmic scale.","A black hole core, light bending around it, distorted reality, cosmic scale.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A black hole core, light bending around it, distorted reality, cosmic scale. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_fractal_edge,void_fractal_edge_room,battle,v7,18,Fractal Edge,The walls repeat infinitely into the distance.,,,echo_shade,,,,mirror,"Infinite repeating geometric patterns, neon lines, trippy and abstract void space.","2d rpg scroller. cartoon realism. no characters. no icons
background Infinite repeating geometric patterns, neon lines, trippy and abstract void space.","Infinite repeating geometric patterns, neon lines, trippy and abstract void space.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Infinite repeating geometric patterns, neon lines, trippy and abstract void space. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_null_space,void_null_space_room,battle,v8,18,Null Space,"There is no color here, only static.",,,glitch_horror,,,,binary_code,"A world of black and white static, glitching reality, digital horror aesthetic.","2d rpg scroller. cartoon realism. no characters. no icons
background A world of black and white static, glitching reality, digital horror aesthetic.","A world of black and white static, glitching reality, digital horror aesthetic.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A world of black and white static, glitching reality, digital horror aesthetic. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_the_rift,void_the_rift_room,battle,v9,18,The Rift,A tear in reality leaking purple energy.,,,rift_walker,,,,void_energy,"A jagged crack in the sky, glowing energy pouring out, floating debris.","2d rpg scroller. cartoon realism. no characters. no icons
background A jagged crack in the sky, glowing energy pouring out, floating debris.","A jagged crack in the sky, glowing energy pouring out, floating debris.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A jagged crack in the sky, glowing energy pouring out, floating debris. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_memory_fragment,void_memory_fragment_room,event,v10,,Memory Fragment,,v10_memory,past_self,,,,,tear,A floating piece of a childhood room or peaceful garden in the middle of a dark void.,"2d rpg scroller. cartoon realism. no characters. no icons
background A floating piece of a childhood room or peaceful garden in the middle of a dark void.","A floating piece of a childhood room or peaceful garden in the middle of a dark void.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A floating piece of a childhood room or peaceful garden in the middle of a dark void. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_echoing_silence,void_echoing_silence_room,battle,v11,18,Echoing Silence,The lack of sound is deafening.,,,silent_one,,,,muffled_bell,"A vast empty white room with a single small bell, no shadows, surreal minimalism.","2d rpg scroller. cartoon realism. no characters. no icons
background A vast empty white room with a single small bell, no shadows, surreal minimalism.","A vast empty white room with a single small bell, no shadows, surreal minimalism.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A vast empty white room with a single small bell, no shadows, surreal minimalism. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_gravity_flip,void_gravity_flip_room,battle,v12,18,Gravity Flip,"Up is down, and you feel nauseous.",,,inverse_specter,,,,magnet,"An upside-down landscape, waterfalls flowing up, floating islands, disorienting perspective.","2d rpg scroller. cartoon realism. no characters. no icons
background An upside-down landscape, waterfalls flowing up, floating islands, disorienting perspective.","An upside-down landscape, waterfalls flowing up, floating islands, disorienting perspective.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","An upside-down landscape, waterfalls flowing up, floating islands, disorienting perspective. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_star_nursery,void_star_nursery_room,battle,v13,19,Star Nursery,Gases swirl to create new suns.,,,nebula_beast,,,,stardust,"Colorful nebula clouds of pink, blue, and gold, glowing suns being born, cosmic beauty.","2d rpg scroller. cartoon realism. no characters. no icons
background Colorful nebula clouds of pink, blue, and gold, glowing suns being born, cosmic beauty.","Colorful nebula clouds of pink, blue, and gold, glowing suns being born, cosmic beauty.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Colorful nebula clouds of pink, blue, and gold, glowing suns being born, cosmic beauty. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_the_unmaking,void_the_unmaking_room,battle,v14,19,The Unmaking,Things here are slowly dissolving into nothing.,,,entropy_fiend,,,,dust,"A castle slowly turning into sand and floating away, disintegration, fading colors.","2d rpg scroller. cartoon realism. no characters. no icons
background A castle slowly turning into sand and floating away, disintegration, fading colors.","A castle slowly turning into sand and floating away, disintegration, fading colors.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A castle slowly turning into sand and floating away, disintegration, fading colors. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_glass_ceiling,void_glass_ceiling_room,battle,v15,19,Glass Ceiling,You can see other worlds through the floor.,,,watcher,,,,glass_eye,"A transparent floor showing a galaxy below, celestial beings looking up, god-like perspective.","2d rpg scroller. cartoon realism. no characters. no icons
background A transparent floor showing a galaxy below, celestial beings looking up, god-like perspective.","A transparent floor showing a galaxy below, celestial beings looking up, god-like perspective.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A transparent floor showing a galaxy below, celestial beings looking up, god-like perspective. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_void_market,void_void_market_room,event,v16,,Void Market,,v16_market,void_trader,,,,,strange_coin,"Spectral merchants at floating stalls, selling items made of light and shadow.","2d rpg scroller. cartoon realism. no characters. no icons
background Spectral merchants at floating stalls, selling items made of light and shadow.","Spectral merchants at floating stalls, selling items made of light and shadow.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Spectral merchants at floating stalls, selling items made of light and shadow. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_clockwork_void,void_clockwork_void_room,battle,v17,19,Clockwork Void,Massive gears turn without purpose.,,,time_keeper,,,,gear,"Infinite brass gears floating in a dark space, ticking sounds, steampunk cosmic void.","2d rpg scroller. cartoon realism. no characters. no icons
background Infinite brass gears floating in a dark space, ticking sounds, steampunk cosmic void.","Infinite brass gears floating in a dark space, ticking sounds, steampunk cosmic void.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Infinite brass gears floating in a dark space, ticking sounds, steampunk cosmic void. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_shadow_theatre,void_shadow_theatre_room,battle,v18,19,Shadow Theatre,Shadows act out your greatest fears.,,,fear_phantom,,,,mask,"A stage where the actors are silhouettes, creepy lighting, dramatic and psychological.","2d rpg scroller. cartoon realism. no characters. no icons
background A stage where the actors are silhouettes, creepy lighting, dramatic and psychological.","A stage where the actors are silhouettes, creepy lighting, dramatic and psychological.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A stage where the actors are silhouettes, creepy lighting, dramatic and psychological. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_last_outpost,void_last_outpost_room,event,v19,,Last Outpost,A small shack holding back the nothingness.,,survivor,,,,,hope,"A small cozy wooden hut with a single lantern, surrounded by a devouring black void.","2d rpg scroller. cartoon realism. no characters. no icons
background A small cozy wooden hut with a single lantern, surrounded by a devouring black void.","A small cozy wooden hut with a single lantern, surrounded by a devouring black void.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A small cozy wooden hut with a single lantern, surrounded by a devouring black void. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
void,void_the_singularity,void_the_singularity_room,battle,v20,19,The Singularity,,v20_boss,,void_emperor,,,,universe_core,"A throne at the center of the universe, swirling galaxies, the ultimate void power, god-tier.","2d rpg scroller. cartoon realism. no characters. no icons
background A throne at the center of the universe, swirling galaxies, the ultimate void power, god-tier.","A throne at the center of the universe, swirling galaxies, the ultimate void power, god-tier.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A throne at the center of the universe, swirling galaxies, the ultimate void power, god-tier. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
